sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
BGG_POSDC	NODE_14140_length_11917_cov_42.2	2880	genus	Palsa-1315	19	18	14	0.73	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae;g_Palsa-1315
BGG_POSDC	NODE_16945_length_10875_cov_18.3	2880	genus	Palsa-1315	21	18	11	0.66	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae;g_Palsa-1315
BGG_POSDC	NODE_21433_length_9683_cov_20.3	11668	class	UBA4738	9	9	6	0.63	d_Bacteria;p_Actinobacteriota;c_UBA4738
BGG_POSDC	NODE_25395_length_8856_cov_14.0	2	superkingdom	Bacteria	8	7	7	1.0	d_Bacteria
BGG_POSDC	NODE_28539_length_8324_cov_15.6	13896	genus	Palsa-465	8	7	4	0.57	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Solirubrobacteraceae;g_Palsa-465
BGG_POSDC	NODE_33892_length_7604_cov_7.2	4	class	Gammaproteobacteria	12	12	8	0.75	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
BGG_POSDC	NODE_38141_length_7129_cov_44.9	24	class	Actinomycetia	7	6	5	0.83	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
BGG_BOSW	NODE_4294_length_18530_cov_9.1	31804	genus	JACQAX01	15	13	7	0.75	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018;f_UBA923;g_JACQAX01
BGG_BOSW	NODE_6295_length_13990_cov_8.3	32179	species	Ferruginibacter sp014379625	17	16	10	0.64	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Ferruginibacter;s_Ferruginibacter sp014379625
BGG_BOSW	NODE_9210_length_10578_cov_8.5	49994	species	Micavibrio aeruginosavorus C	13	13	11	0.85	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Micavibrionales;f_Micavibrionaceae;g_Micavibrio;s_Micavibrio aeruginosavorus C
BGG_BOSW	NODE_11961_length_8702_cov_9.0	82473	species	JACOUT01 sp016177705	5	4	2	0.5	d_Bacteria;p_Myxococcota;c_UBA727;o_UBA727;f_VGSZ01;g_JACOUT01;s_JACOUT01 sp016177705
BGG_BOSW	NODE_15346_length_7185_cov_15.7	41892	species	VGSZ01 sp016874845	4	3	2	0.67	d_Bacteria;p_Myxococcota;c_UBA727;o_UBA727;f_VGSZ01;g_VGSZ01;s_VGSZ01 sp016874845
BGG_BOSW	NODE_19070_length_6064_cov_15.1	8231	genus	Devosia	10	10	7	0.67	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Devosia
BGG_BOSW	NODE_24586_length_4980_cov_12.6	54627	species	Caulobacter sp004144935	8	8	6	0.71	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Caulobacter;s_Caulobacter sp004144935
BGG_BOSW	NODE_34176_length_3883_cov_10.5	62975	species	JAFDZV01 sp018266795	3	3	2	0.67	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_OLB7;f_OLB7;g_JAFDZV01;s_JAFDZV01 sp018266795
BGG_BOSW	NODE_43436_length_3227_cov_5.3	95	family	Legionellaceae	1	1	1	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae
BGG_POSDC	NODE_307_length_58885_cov_51.9	3499	genus	Methyloceanibacter	90	83	51	0.72	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloceanibacter
BGG_KOSDC	NODE_641_length_50994_cov_9.3	83521	genus	Nitrososphaera	49	45	37	0.84	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrososphaera
BGG_KOSDC	NODE_1365_length_34917_cov_37.9	539	genus	Mesorhizobium	83	79	41	0.59	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Mesorhizobium
BGG_KOSDC	NODE_2071_length_28325_cov_12.4	24	class	Actinomycetia	33	31	27	0.89	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
BGG_KOSDC	NODE_2983_length_23509_cov_12.6	949	class	Thermoleophilia	16	15	8	0.53	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia
BGG_KOSDC	NODE_3947_length_20477_cov_9.2	12996	genus	Chitinophaga	21	19	19	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Chitinophaga
BGG_KOSDC	NODE_5176_length_17790_cov_11.4	950	order	Solirubrobacterales	17	14	7	0.53	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales
BGG_KOSDC	NODE_7018_length_15210_cov_27.0	3	phylum	Proteobacteria	8	7	4	0.66	d_Bacteria;p_Proteobacteria
BGG_KOSDC	NODE_9357_length_13064_cov_15.6	2880	genus	Palsa-1315	20	20	14	0.59	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae;g_Palsa-1315
BGG_KOSDC	NODE_11723_length_11613_cov_8.8	2	superkingdom	Bacteria	4	4	4	1.0	d_Bacteria
BGG_KOSDC	NODE_14861_length_10220_cov_13.3	183	order	Rhizobiales	13	11	6	0.5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_LOSDA	NODE_24813_length_6964_cov_18.3	2	superkingdom	Bacteria	4	3	3	1.0	d_Bacteria
BGG_LOSDA	NODE_33998_length_5645_cov_44.4	2534	order	Syntrophales	10	10	8	0.86	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales
BGG_LOSDA	NODE_44693_length_4698_cov_9.7	2	superkingdom	Bacteria	5	5	4	0.8	d_Bacteria
BGG_LOSDA	NODE_58449_length_3918_cov_11.8	38799	species	SM23-33 sp001303665	4	3	2	0.67	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_SM23-33;f_SM23-33;g_SM23-33;s_SM23-33 sp001303665
BGG_LOSDA	NODE_73961_length_3342_cov_18.6	2737	class	Phycisphaerae	2	2	1	0.97	d_Bacteria;p_Planctomycetota;c_Phycisphaerae
BGG_BOSW	NODE_57_length_316419_cov_13.5	41276	species	Dyadobacter psychrophilus	301	295	195	0.69	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Spirosomaceae;g_Dyadobacter;s_Dyadobacter psychrophilus
BGG_BOSW	NODE_354_length_112703_cov_11.9	16181	order	UBA2361	98	92	61	0.74	d_Bacteria;p_Bdellovibrionota C;c_UBA2361;o_UBA2361
BGG_BOSW	NODE_680_length_71401_cov_60.0	1105	order	Acidimicrobiales	84	81	55	0.69	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales
BGG_BOSW	NODE_1479_length_42578_cov_19.0	63297	genus	Aureliella	27	27	13	0.52	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Aureliella
BGG_BOSW	NODE_2439_length_29040_cov_13.3	62344	species	Daejeonella lutea	30	29	23	0.88	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Daejeonella;s_Daejeonella lutea
BGG_BOSW	NODE_37366_length_3627_cov_5.3	67364	species	Legionella drancourtii	2	2	2	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella;s_Legionella drancourtii
BGG_BOSW	NODE_46089_length_3089_cov_8.6	77	class	Alphaproteobacteria	3	2	1	0.5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria
BGG_POSDC	NODE_510_length_49552_cov_82.4	2927	class	Limnocylindria	43	39	19	0.54	d_Bacteria;p_Chloroflexota;c_Limnocylindria
BGG_POSDC	NODE_1272_length_34685_cov_20.8	1105	order	Acidimicrobiales	32	31	20	0.71	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales
BGG_POSDC	NODE_2140_length_28376_cov_24.4	6236	family	Gaiellaceae	26	25	19	0.79	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae
BGG_POSDC	NODE_3234_length_23825_cov_23.5	1996	family	SG8-41	30	29	14	0.54	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_SG8-41
BGG_POSDC	NODE_4738_length_20055_cov_47.9	950	order	Solirubrobacterales	22	20	11	0.57	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales
BGG_POSDC	NODE_6034_length_17904_cov_15.9	12825	family	Rhodomicrobiaceae	21	21	11	0.55	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhodomicrobiaceae
BGG_POSDC	NODE_7916_length_15851_cov_21.3	46	order	Burkholderiales	15	13	7	0.54	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales
BGG_POSDC	NODE_9420_length_14617_cov_37.1	6236	family	Gaiellaceae	12	11	10	0.91	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae
BGG_KOSDC	NODE_142296_length_3170_cov_7.5	15796	genus	Allosphingosinicella	10	9	5	0.97	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Allosphingosinicella
BGG_KOSDC	NODE_156268_length_3023_cov_9.0	1573	genus	Ferruginibacter	4	4	3	0.75	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Ferruginibacter
BGG_MOSDA	NODE_241_length_70375_cov_16.0	39898	genus	BRH-c25	76	76	58	0.8	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lutisporales;f_Lutisporaceae;g_BRH-c25
BGG_MOSDA	NODE_772_length_45846_cov_14.4	23	phylum	Actinobacteriota	56	53	30	0.56	d_Bacteria;p_Actinobacteriota
BGG_MOSDA	NODE_1510_length_35225_cov_17.9	2012	phylum	Firmicutes B	35	32	15	0.57	d_Bacteria;p_Firmicutes B
BGG_MOSDA	NODE_2361_length_28562_cov_20.5	2	superkingdom	Bacteria	31	31	31	1.0	d_Bacteria
BGG_MOSDA	NODE_3290_length_24394_cov_16.2	6646	genus	Lautropia	29	29	16	0.61	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Lautropia
BGG_MOSDA	NODE_4874_length_20330_cov_10.0	88497	species	Nitrososphaera gargensis	28	27	13	0.54	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrososphaera;s_Nitrososphaera gargensis
BGG_MOSDA	NODE_6534_length_17645_cov_9.6	5930	family	UBA10450	22	19	19	1.0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450
BGG_MOSDA	NODE_8258_length_15675_cov_27.1	2325	genus	Cryobacterium	21	21	11	0.56	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Cryobacterium
BGG_MOSDA	NODE_5559_length_19022_cov_35.0	2	superkingdom	Bacteria	15	15	13	0.87	d_Bacteria
BGG_MOSDA	NODE_7110_length_16921_cov_28.2	321	family	Micrococcaceae	23	22	16	0.72	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae
BGG_MOSDA	NODE_9310_length_14766_cov_27.0	14008	genus	Arthrobacter I	18	17	11	0.73	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter I
BGG_MOSDA	NODE_11988_length_12961_cov_11.4	8231	genus	Devosia	7	7	7	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Devosia
BGG_MOSDA	NODE_14745_length_11608_cov_23.0	5820	family	Pirellulaceae	13	9	6	0.67	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae
BGG_MOSDA	NODE_17656_length_10520_cov_31.7	34670	genus	JACVRW01	12	12	7	0.58	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Thermoleophilaceae;g_JACVRW01
BGG_MOSDA	NODE_21451_length_9470_cov_20.4	5930	family	UBA10450	13	11	9	0.89	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450
BGG_MOSDA	NODE_25027_length_8723_cov_12.2	24477	species	CAIZWU01 sp903936775	8	8	6	0.72	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_V1-33;g_CAIZWU01;s_CAIZWU01 sp903936775
BGG_MOSDA	NODE_28673_length_8105_cov_34.1	34046	genus	JACCZX01	9	8	8	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JACCZX01
BGG_MOSDA	NODE_31946_length_7635_cov_39.6	32507	species	CADEFX01 sp902826715	11	10	6	0.74	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_CADEFX01;s_CADEFX01 sp902826715
BGG_ROSDA	NODE_28270_length_6420_cov_14.8	23925	order	UBA5377	5	3	2	0.67	d_Bacteria;p_Armatimonadota;c_UBA5377;o_UBA5377
BGG_ROSDA	NODE_36786_length_5396_cov_9.4	27	genus	Mycobacterium	6	6	4	0.79	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
BGG_ROSDA	NODE_49040_length_4480_cov_21.0	27	genus	Mycobacterium	9	9	7	0.83	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
BGG_ROSDA	NODE_61362_length_3876_cov_21.7	8712	genus	Desulfosporosinus	5	5	4	0.75	d_Bacteria;p_Firmicutes B;c_Desulfitobacteriia;o_Desulfitobacteriales;f_Desulfitobacteriaceae;g_Desulfosporosinus
BGG_ROSDA	NODE_78252_length_3319_cov_14.6	47456	species	Smithella sp002840505	4	4	2	0.5	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales;f_Smithellaceae;g_Smithella;s_Smithella sp002840505
BGG_LOSDA	NODE_133_length_129917_cov_304.7	4496	genus	LD21	102	96	51	0.54	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
BGG_LOSDA	NODE_925_length_53761_cov_118.1	48433	genus	UBA2258	52	49	28	0.52	d_Bacteria;p_WOR-3;c_WOR-3;o_UBA2258;f_UBA2258;g_UBA2258
BGG_LOSDA	NODE_2046_length_33950_cov_18.3	1455	order	Anaerolineales	30	25	12	0.56	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales
BGG_LOSDA	NODE_4260_length_21213_cov_15.6	21333	genus	UBA1163	28	25	15	0.7	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163
BGG_LOSDA	NODE_6744_length_15979_cov_69.2	20712	genus	Blastococcus	22	22	13	0.65	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Geodermatophilaceae;g_Blastococcus
BGG_QOSDA	NODE_3902_length_32861_cov_17.3	4496	genus	LD21	30	29	14	0.5	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
BGG_QOSDA	NODE_5597_length_24741_cov_21.7	82182	species	BS750m-G65 sp016782755	21	19	13	0.74	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4;g_BS750m-G65;s_BS750m-G65 sp016782755
BGG_QOSDA	NODE_7065_length_20371_cov_88.7	2	superkingdom	Bacteria	15	14	14	1.0	d_Bacteria
BGG_QOSDA	NODE_9093_length_16508_cov_17.2	80516	species	JAFGIL01 sp016929635	14	13	7	0.63	d_Bacteria;p_Elusimicrobiota;c_Endomicrobia;o_Endomicrobiales;f_JAFGIL01;g_JAFGIL01;s_JAFGIL01 sp016929635
BGG_QOSDA	NODE_11586_length_13584_cov_85.7	840	phylum	Desulfobacterota	19	16	8	0.54	d_Bacteria;p_Desulfobacterota
BGG_QOSDA	NODE_15458_length_10864_cov_19.6	2	superkingdom	Bacteria	6	6	6	1.0	d_Bacteria
BGG_QOSDA	NODE_19507_length_9047_cov_18.8	2702	phylum	Planctomycetota	6	6	4	0.67	d_Bacteria;p_Planctomycetota
BGG_QOSDA	NODE_23267_length_7901_cov_439.7	88058	species	TH1177 sp014523485	9	8	8	1.0	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH1177;s_TH1177 sp014523485
BGG_QOSDA	NODE_28501_length_6769_cov_16.2	13540	genus	UBA6024	7	7	5	0.82	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prolixibacteraceae;g_UBA6024
BGG_QOSDA	NODE_33551_length_6009_cov_17.8	1905	class	Microgenomatia	4	3	3	1.0	d_Bacteria;p_Patescibacteria;c_Microgenomatia
BGG_KOSDC	NODE_9778_length_12775_cov_22.1	18213	species	R-RK-3 sp002198715	11	10	4	0.55	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhodomicrobiaceae;g_R-RK-3;s_R-RK-3 sp002198715
BGG_KOSDC	NODE_12370_length_11298_cov_51.6	27	genus	Mycobacterium	13	13	10	0.81	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
BGG_KOSDC	NODE_14954_length_10193_cov_26.8	20170	genus	Sphingomicrobium	13	11	7	0.64	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomicrobium
BGG_KOSDC	NODE_17939_length_9289_cov_10.1	2	superkingdom	Bacteria	7	6	6	1.0	d_Bacteria
BGG_KOSDC	NODE_21339_length_8485_cov_10.1	2927	class	Limnocylindria	7	6	3	0.5	d_Bacteria;p_Chloroflexota;c_Limnocylindria
BGG_KOSDC	NODE_25170_length_7778_cov_11.1	39910	species	AC-14 sp005888325	9	9	8	0.88	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_AC-14;g_AC-14;s_AC-14 sp005888325
BGG_KOSDC	NODE_27747_length_7390_cov_10.4	3	phylum	Proteobacteria	4	4	2	0.5	d_Bacteria;p_Proteobacteria
BGG_KOSDC	NODE_32635_length_6782_cov_8.2	1373	family	Xanthobacteraceae	8	8	5	0.57	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae
BGG_KOSDC	NODE_35890_length_6461_cov_21.9	20170	genus	Sphingomicrobium	9	8	5	0.71	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomicrobium
BGG_KOSDC	NODE_41024_length_6021_cov_9.6	5042	family	CSP1-6	6	5	5	1.0	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Rokubacteriales;f_CSP1-6
BGG_MOSDA	NODE_96430_length_4067_cov_34.7	18213	species	R-RK-3 sp002198715	7	7	5	0.67	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhodomicrobiaceae;g_R-RK-3;s_R-RK-3 sp002198715
BGG_MOSDA	NODE_104309_length_3888_cov_31.3	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
BGG_MOSDA	NODE_113423_length_3707_cov_15.0	82254	species	Miltoncostaea sp016463385	4	3	2	0.67	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Miltoncostaeales;f_Miltoncostaeaceae;g_Miltoncostaea;s_Miltoncostaea sp016463385
BGG_MOSDA	NODE_122712_length_3545_cov_9.9	46	order	Burkholderiales	4	4	4	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales
BGG_MOSDA	NODE_135284_length_3352_cov_25.0	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
BGG_MOSDA	NODE_151047_length_3147_cov_13.6	29870	species	Lacipirellula limnantheis	2	2	2	1.0	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Lacipirellulaceae;g_Lacipirellula;s_Lacipirellula limnantheis
BGG_MOSDA	NODE_163761_length_3005_cov_11.9	38988	genus	CF-167	3	3	2	0.67	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_QHBO01;f_QHBO01;g_CF-167
BGG_ROSDA	NODE_324_length_91690_cov_29.2	53019	genus	DTKD01	74	67	43	0.66	d_Bacteria;p_Armatimonadota;c_UBA5829;o_UBA5829;f_UBA5829;g_DTKD01
BGG_ROSDA	NODE_782_length_61288_cov_108.7	13859	family	Polyangiaceae	53	49	24	0.51	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae
BGG_ROSDA	NODE_1642_length_40810_cov_41.2	28844	genus	Pelolinea	40	38	21	0.57	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae;g_Pelolinea
BGG_POSDC	NODE_83123_length_4648_cov_18.7	2880	genus	Palsa-1315	9	9	9	1.0	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae;g_Palsa-1315
BGG_POSDC	NODE_92218_length_4382_cov_6.6	25490	species	Palsa-739 sp003152275	4	3	2	0.67	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae;g_Palsa-739;s_Palsa-739 sp003152275
BGG_POSDC	NODE_101255_length_4156_cov_27.8	50965	species	JACDDX01 sp013813435	6	6	5	0.83	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9;g_JACDDX01;s_JACDDX01 sp013813435
BGG_POSDC	NODE_113299_length_3898_cov_19.2	951	family	Solirubrobacteraceae	4	3	2	0.96	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Solirubrobacteraceae
BGG_POSDC	NODE_125801_length_3673_cov_7.0	86130	genus	TH5896	3	2	1	0.5	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH5896
BGG_POSDC	NODE_136081_length_3510_cov_9.3	34047	species	JACCZX01 sp013696665	4	4	2	0.5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JACCZX01;s_JACCZX01 sp013696665
BGG_POSDC	NODE_149757_length_3320_cov_14.5	46	order	Burkholderiales	5	5	3	0.6	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales
BGG_POSDC	NODE_164836_length_3140_cov_6.0	3965	family	Obscuribacteraceae	2	2	1	0.96	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Obscuribacterales;f_Obscuribacteraceae
BGG_POSDC	NODE_177509_length_3006_cov_6.2	19047	species	CAIYMF01 sp009699025	2	2	1	0.5	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_CAIYMF01;g_CAIYMF01;s_CAIYMF01 sp009699025
BGG_QOSDA	NODE_152_length_229364_cov_220.3	2	superkingdom	Bacteria	242	221	201	0.89	d_Bacteria
BGG_MOSDA	NODE_916_length_43306_cov_13.7	12464	genus	Pirellula B	34	30	16	0.61	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Pirellula B
BGG_MOSDA	NODE_1676_length_33589_cov_12.0	61628	species	Bosea sp900470775	31	30	18	0.78	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Bosea;s_Bosea sp900470775
BGG_MOSDA	NODE_2746_length_26628_cov_11.6	119	order	Actinomycetales	34	27	14	0.52	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales
BGG_MOSDA	NODE_3766_length_22885_cov_11.7	81888	species	JACDCA01 sp013694845	22	21	11	0.55	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_2-12-FULL-66-21;g_JACDCA01;s_JACDCA01 sp013694845
BGG_MOSDA	NODE_5207_length_19716_cov_18.2	27	genus	Mycobacterium	25	22	14	0.7	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
BGG_MOSDA	NODE_6910_length_17151_cov_177.3	18946	genus	Mobilitalea	18	18	12	0.74	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Mobilitalea
BGG_MOSDA	NODE_9059_length_14958_cov_9.1	2	superkingdom	Bacteria	10	9	7	0.72	d_Bacteria
BGG_MOSDA	NODE_11454_length_13287_cov_11.8	606	family	Microbacteriaceae	16	16	14	0.92	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae
BGG_MOSDA	NODE_14304_length_11808_cov_34.8	16725	genus	Aestuariivirga	14	13	10	0.77	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aestuariivirgaceae;g_Aestuariivirga
BGG_MOSDA	NODE_17205_length_10665_cov_29.8	1373	family	Xanthobacteraceae	14	14	7	0.69	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae
BGG_POSDC	NODE_87414_length_4518_cov_9.7	183	order	Rhizobiales	6	6	4	0.67	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_POSDC	NODE_95022_length_4309_cov_7.4	22537	species	Nannocystis sp016714285	4	4	2	0.5	d_Bacteria;p_Myxococcota;c_Polyangia;o_Nannocystales;f_Nannocystaceae;g_Nannocystis;s_Nannocystis sp016714285
BGG_POSDC	NODE_107069_length_4027_cov_47.9	2880	genus	Palsa-1315	12	11	7	0.67	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae;g_Palsa-1315
BGG_POSDC	NODE_119295_length_3785_cov_61.7	119	order	Actinomycetales	4	4	2	0.5	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales
BGG_POSDC	NODE_128536_length_3628_cov_23.2	3	phylum	Proteobacteria	5	5	3	0.5	d_Bacteria;p_Proteobacteria
BGG_POSDC	NODE_142053_length_3423_cov_20.9	68329	genus	JACDCJ01	3	2	2	1.0	d_Bacteria;p_Actinobacteriota;c_UBA4738;o_UBA4738;f_UBA4738;g_JACDCJ01
BGG_POSDC	NODE_157225_length_3227_cov_23.0	34046	genus	JACCZX01	5	5	3	0.73	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JACCZX01
